;Water_Type_UN;Carbonation_ST;Week;Units
926759;1;0;21;2
923844;1;0;21;1
924366;0;0;21;4
924384;0;0;21;2
924401;0;0;21;1
924454;0;0;21;3
894513;0;0;21;10
894529;0;0;21;6
894518;0;0;21;8
925285;0;0;21;1
925284;0;0;21;1
925028;0;0;21;2
925020;0;0;21;3
924472;1;1;21;1
924470;0;0;21;1
924464;0;0;21;2
895734;0;0;21;4
895713;0;0;21;7
918343;0;0;21;1
919199;1;1;21;4
920351;0;0;21;2
920350;0;0;21;2
920349;0;0;21;2
920340;0;0;21;3
922538;1;1;21;21
920365;1;1;21;1
919408;0;0;21;3
919400;0;0;21;4
919399;0;0;21;4
919398;0;0;21;4
858631;1;0;21;12
859133;1;0;21;6
857323;0;0;21;5
904827;1;1;21;6
857830;0;0;21;6
857828;1;1;21;7
909209;0;0;21;1
905285;0;0;21;5
904682;1;1;21;18
908861;0;0;21;3
908862;0;0;21;3
908877;0;0;21;1
937278;0;0;21;3
937404;0;0;21;1
937276;0;0;21;3
937403;0;0;21;1
937296;0;0;21;1
937271;0;0;21;4
938889;1;1;21;6
936292;0;0;21;1
936291;0;0;21;1
933048;1;1;21;7
935556;0;0;21;1
935544;1;1;21;2
937794;0;0;21;1
937863;0;0;21;4
937897;0;0;21;1
932798;1;1;21;6
933135;1;0;21;6
933118;1;1;21;11
932827;1;0;21;1
947416;0;0;21;3
905726;0;0;21;2
905717;1;1;21;4
905712;0;0;21;5
905709;0;0;21;6
905739;0;0;21;1
940277;1;1;21;1
944185;0;0;21;1
944184;0;0;21;1
943209;0;0;21;2
945783;0;0;21;2
1024068;0;0;22;2
1018533;0;0;22;6
1017537;1;1;22;251
1017428;1;1;22;1
1017554;1;0;22;110
1016932;0;0;22;1
1032491;1;1;22;2
1015980;0;0;22;11
1016060;0;0;22;2
1015993;0;0;22;9
1015911;0;0;22;4
1014280;1;0;22;19
1015794;0;0;22;3
1023555;0;0;22;7
1022330;0;0;22;6
1022327;0;0;22;7
1022334;0;0;22;3
1014207;1;0;22;11
1014041;0;0;22;6
1014036;0;0;22;8
1014196;1;1;22;20
1014028;0;0;22;11
1013032;1;1;22;101
1013085;0;0;22;18
1047164;1;1;22;1
1037489;0;0;22;5
1037536;0;0;22;2
1037517;0;0;22;3
1037500;0;0;22;4
1043272;1;1;22;23
1042448;0;0;22;3
1042435;1;1;22;5
1041524;0;0;22;2
1041535;0;0;22;1
1040953;1;1;22;66
1040571;1;1;22;47
961837;1;1;22;24
960856;1;0;22;37
960836;1;1;22;72
960989;1;1;22;24
961509;1;1;22;162
961525;1;0;22;89
954320;0;0;22;35
954348;0;0;22;15
954347;0;0;22;15
954342;1;1;22;18
961863;0;0;22;16
961855;0;0;22;18
961818;1;0;22;38
962816;1;1;22;48
961896;0;0;22;7
961878;0;0;22;11
961883;0;0;22;10
958416;1;0;22;139
958780;1;0;22;36
956284;1;1;22;28
956818;1;0;22;205
958811;1;1;22;14
957317;1;0;22;15
957281;1;1;22;37
1034107;1;1;22;1
1034106;1;0;22;1
1027149;1;1;22;18
1026890;1;0;22;14
1027015;1;0;22;91
1026060;0;0;22;11
1027072;0;0;22;14
1027079;0;0;22;10
1027074;0;0;22;13
1026056;0;0;22;13
1031870;1;1;22;20
1031875;0;0;22;17
1033648;1;1;22;14
1033674;1;0;22;6
1035452;1;1;22;28
1036092;1;0;22;9
1036086;1;1;22;10
1031910;0;0;22;9
1031928;0;0;22;7
1031888;0;0;22;13
1031892;0;0;22;12
1030229;0;0;22;10
955419;0;0;22;2
954392;1;1;22;89
955022;0;0;22;8
955000;0;0;22;12
955005;0;0;22;10
1027006;1;1;22;117
1030584;1;1;22;36
1030588;0;0;22;33
1030238;0;0;22;9
1030247;0;0;22;8
1030253;0;0;22;7
1025768;0;0;22;1
1025487;1;1;22;1
955005;0;0;22;10
955000;0;0;22;12
955022;0;0;22;8
1009084;0;0;22;1
956284;1;1;22;28
954392;1;1;22;89
1008223;0;0;22;5
960989;1;1;22;24
960856;1;0;22;37
960836;1;1;22;72
961896;0;0;22;7
961883;0;0;22;10
961878;0;0;22;11
955419;0;0;22;2
954348;0;0;22;15
954347;0;0;22;15
954342;1;1;22;18
954320;0;0;22;35
1005826;1;1;22;84
1005532;1;1;22;63
1006337;1;0;22;53
1006336;1;1;22;54
1017537;1;1;22;251
1017428;1;1;22;1
1018533;0;0;22;6
1012558;0;0;22;20
961863;0;0;22;16
1012389;0;0;22;1
1011299;1;0;22;24
1011302;1;1;22;24
1012540;0;0;22;26
1012539;0;0;22;29
1006252;1;1;22;25
1003572;1;0;22;14
1003625;0;0;22;1
1003888;0;0;22;1
1003866;0;0;22;4
1003853;0;0;22;7
1003839;1;0;22;11
961855;0;0;22;18
961837;1;1;22;24
982253;0;0;22;2
982245;1;1;22;3
982235;0;0;22;4
982231;0;0;22;5
982224;0;0;22;6
982197;0;0;22;11
981599;1;0;22;62
979201;0;0;22;4
979162;1;1;22;11
979161;0;0;22;11
979238;0;0;22;1
958416;1;0;22;139
976069;1;1;22;215
958780;1;0;22;36
958811;1;1;22;14
957281;1;1;22;37
961818;1;0;22;38
961525;1;0;22;89
961509;1;1;22;162
957317;1;0;22;15
956818;1;0;22;205
977523;0;0;22;1
975678;0;0;22;9
975687;1;1;22;7
975693;0;0;22;5
975705;0;0;22;4
975051;1;1;22;7
977507;0;0;22;3
976851;0;0;22;5
977488;0;0;22;6
977469;0;0;22;9
977440;1;0;22;17
1002369;1;0;22;58
998459;0;0;22;7
1002327;0;0;22;3
994124;0;0;22;3
994115;0;0;22;4
1002354;1;1;22;163
997483;1;1;22;34
985261;0;0;22;17
987011;1;0;22;45
985258;0;0;22;18
985257;0;0;22;18
985256;0;0;22;19
985252;1;0;22;22
985250;0;0;22;24
985247;0;0;22;25
985918;1;1;22;25
995435;0;0;22;22
995425;0;0;22;27
995423;0;0;22;31
995436;0;0;22;22
995439;0;0;22;20
985918;1;1;22;25
993412;1;0;22;9
994580;0;0;22;8
994570;0;0;22;11
996747;1;0;22;15
996740;0;0;22;19
1013085;0;0;22;18
1016060;0;0;22;2
1012589;1;0;22;10
1012578;1;1;22;15
1014207;1;0;22;11
1014196;1;1;22;20
1014041;0;0;22;6
1014036;0;0;22;8
1014028;0;0;22;11
1012827;1;0;22;1
1012841;1;1;22;41
1013032;1;1;22;101
1012965;1;1;22;5
1015911;0;0;22;4
1015794;0;0;22;3
1015980;0;0;22;11
1015993;0;0;22;9
1017554;1;0;22;110
1016932;0;0;22;1
1014280;1;0;22;19
991290;1;1;22;12
984391;0;0;22;21
984378;1;1;22;34
991351;0;0;22;3
983445;0;0;22;12
983989;0;0;22;9
983975;0;0;22;11
985013;0;0;22;3
985003;0;0;22;4
983270;1;0;22;4
983250;1;1;22;8
991964;0;0;22;7
989455;0;0;22;2
989451;0;0;22;3
989434;0;0;22;9
989415;0;0;22;15
989401;0;0;22;20
989392;1;1;22;25
990078;1;0;22;12
989369;1;0;22;40
989385;0;0;22;28
991365;0;0;22;1
991363;0;0;22;1
992008;0;0;22;2
1027149;1;1;22;18
1027079;0;0;22;10
1027074;0;0;22;13
1027072;0;0;22;14
1027015;1;0;22;91
1027006;1;1;22;117
1026890;1;0;22;14
1022334;0;0;22;3
1022330;0;0;22;6
1023555;0;0;22;7
1025487;1;1;22;1
1025768;0;0;22;1
1032491;1;1;22;2
1030588;0;0;22;33
1030584;1;1;22;36
1031928;0;0;22;7
1031910;0;0;22;9
1031892;0;0;22;12
1031888;0;0;22;13
1031875;0;0;22;17
1031870;1;1;22;20
1024068;0;0;22;2
1043272;1;1;22;23
1042435;1;1;22;5
1035452;1;1;22;28
1034107;1;1;22;1
1034106;1;0;22;1
1042448;0;0;22;3
1040953;1;1;22;66
1040571;1;1;22;47
1041535;0;0;22;1
1041524;0;0;22;2
1026060;0;0;22;11
1026056;0;0;22;13
985013;0;0;22;3
985003;0;0;22;4
989415;0;0;22;15
989434;0;0;22;9
989455;0;0;22;2
989451;0;0;22;3
1030253;0;0;22;7
1030247;0;0;22;8
1030238;0;0;22;9
1030229;0;0;22;10
1047164;1;1;22;1
985261;0;0;22;17
985258;0;0;22;18
985257;0;0;22;18
985256;0;0;22;19
985252;1;0;22;22
985250;0;0;22;24
985247;0;0;22;25
1022327;0;0;22;7
969422;1;1;22;201
969411;1;0;22;241
983250;1;1;22;8
962816;1;1;22;48
972808;1;0;22;58
972792;1;1;22;89
987011;1;0;22;45
1037500;0;0;22;4
1037489;0;0;22;5
1037517;0;0;22;3
1033674;1;0;22;6
1033648;1;1;22;14
1036086;1;1;22;10
1036092;1;0;22;9
1037536;0;0;22;2
989369;1;0;22;40
989392;1;1;22;25
989401;0;0;22;20
989385;0;0;22;28
981599;1;0;22;62
982235;0;0;22;4
982231;0;0;22;5
982197;0;0;22;11
982224;0;0;22;6
982245;1;1;22;3
982253;0;0;22;2
994570;0;0;22;11
994580;0;0;22;8
993412;1;0;22;9
992008;0;0;22;2
991964;0;0;22;7
994115;0;0;22;4
994124;0;0;22;3
1012539;0;0;22;29
1012540;0;0;22;26
1012558;0;0;22;20
1012589;1;0;22;10
1012578;1;1;22;15
1008223;0;0;22;5
1012965;1;1;22;5
1012389;0;0;22;1
1009084;0;0;22;1
995423;0;0;22;31
995425;0;0;22;27
995435;0;0;22;22
995436;0;0;22;22
995439;0;0;22;20
996740;0;0;22;19
996747;1;0;22;15
997483;1;1;22;34
991290;1;1;22;12
990078;1;0;22;12
991351;0;0;22;3
991363;0;0;22;1
991365;0;0;22;1
998459;0;0;22;7
977440;1;0;22;17
976851;0;0;22;5
977469;0;0;22;9
979238;0;0;22;1
979201;0;0;22;4
979161;0;0;22;11
979162;1;1;22;11
977488;0;0;22;6
975051;1;1;22;7
977523;0;0;22;1
977507;0;0;22;3
972792;1;1;22;89
972808;1;0;22;58
969411;1;0;22;241
969422;1;1;22;201
1002369;1;0;22;58
1002327;0;0;22;3
1002354;1;1;22;163
1012827;1;0;22;1
1011302;1;1;22;24
1011299;1;0;22;24
1012841;1;1;22;41
975705;0;0;22;4
1005532;1;1;22;63
976069;1;1;22;215
975678;0;0;22;9
975687;1;1;22;7
975693;0;0;22;5
1006252;1;1;22;25
1006337;1;0;22;53
1006336;1;1;22;54
1005826;1;1;22;84
1003625;0;0;22;1
1003866;0;0;22;4
1003888;0;0;22;1
1003572;1;0;22;14
1003839;1;0;22;11
1003853;0;0;22;7
983445;0;0;22;12
983270;1;0;22;4
983989;0;0;22;9
983975;0;0;22;11
984391;0;0;22;21
984378;1;1;22;34
27513;0;0;27;14
27524;0;0;27;11
27547;0;0;27;6
27559;0;0;27;3
27476;1;0;27;41
23108;1;0;27;7
21635;1;0;27;4
21587;0;0;27;19
21601;0;0;27;12
21625;0;0;27;5
29258;1;1;27;72
27441;1;1;27;97
30282;0;0;27;11
29733;1;1;27;45
29277;1;0;27;38
29599;1;0;27;61
29592;1;1;27;110
52266;0;0;27;3
52265;0;0;27;3
52288;0;0;27;1
54756;1;1;27;54
52286;0;0;27;1
52285;0;0;27;1
23108;1;0;27;7
960;1;1;27;66
578;1;0;27;28
581;0;0;27;24
582;0;0;27;24
591;0;0;27;18
594;0;0;27;13
2255;0;0;27;24
5099;1;0;27;126
8525;1;1;27;207
20023;1;0;27;30
19962;1;1;27;106
20518;0;0;27;24
20882;1;0;27;64
20887;1;1;27;55
21003;0;0;27;6
21004;0;0;27;6
20519;0;0;27;24
20522;0;0;27;23
20525;0;0;27;21
20530;0;0;27;17
3332;0;0;27;57
3325;1;0;27;65
3194;1;0;27;18
3306;1;1;27;97
17784;1;1;27;40
17764;1;0;27;75
17050;1;1;27;31
41265;0;0;27;9
41275;0;0;27;6
42986;1;1;27;40
43008;1;0;27;18
43022;0;0;27;13
43026;0;0;27;12
6556;0;0;27;19
6564;0;0;27;16
6552;0;0;27;21
6537;0;0;27;29
6501;1;1;27;71
6505;1;0;27;65
41760;0;0;27;8
41769;0;0;27;5
37201;1;1;27;39
37232;1;0;27;18
61258;1;1;27;48
61785;1;1;27;6
63653;0;0;27;6
63628;1;0;27;12
63623;1;1;27;13
63642;0;0;27;9
63636;0;0;27;10
62388;1;1;27;3
62387;0;0;27;3
62381;0;0;27;5
62393;0;0;27;1
62389;0;0;27;2
62391;1;0;27;2
62394;0;0;27;1
58156;0;0;27;24
58158;0;0;27;23
58161;0;0;27;21
58195;1;1;27;61
58168;0;0;27;16
56862;1;1;27;3
58173;0;0;27;10
58172;0;0;27;11
64033;0;0;27;3
64032;0;0;27;3
64038;0;0;27;2
64021;1;1;27;6
64025;0;0;27;4
64045;0;0;27;1
48964;0;0;27;12
48957;1;0;27;16
48970;0;0;27;9
48103;0;0;27;11
55186;1;0;27;5
55179;1;1;27;7
47774;1;1;27;37
50337;1;1;27;28
12806;1;1;27;103
13326;1;0;27;13
13301;1;1;27;23
10896;0;0;27;2
10881;0;0;27;4
10889;0;0;27;3
14236;1;1;27;38
10850;0;0;27;11
10873;0;0;27;6
20882;1;0;27;64
20887;1;1;27;55
21601;0;0;27;12
21635;1;0;27;4
21625;0;0;27;5
21003;0;0;27;6
21004;0;0;27;6
20518;0;0;27;24
20519;0;0;27;24
20522;0;0;27;23
20525;0;0;27;21
20530;0;0;27;17
21587;0;0;27;19
27441;1;1;27;97
27524;0;0;27;11
27476;1;0;27;41
27547;0;0;27;6
27513;0;0;27;14
27559;0;0;27;3
56862;1;1;27;3
56845;1;0;27;19
50337;1;1;27;28
52286;0;0;27;1
52265;0;0;27;3
52266;0;0;27;3
52285;0;0;27;1
52288;0;0;27;1
83619;0;0;27;8
83629;0;0;27;6
83483;1;1;27;9
83613;0;0;27;9
83618;0;0;27;8
48970;0;0;27;9
48964;0;0;27;12
48957;1;0;27;16
48103;0;0;27;11
47774;1;1;27;37
55179;1;1;27;7
55186;1;0;27;5
54756;1;1;27;54
12806;1;1;27;103
13301;1;1;27;23
13326;1;0;27;13
82384;0;0;27;18
82387;0;0;27;17
10850;0;0;27;11
10873;0;0;27;6
10881;0;0;27;4
10889;0;0;27;3
10896;0;0;27;2
14236;1;1;27;38
80848;1;0;27;19
71319;1;1;27;18
69255;0;0;27;6
79833;1;1;27;18
69298;0;0;27;1
19962;1;1;27;106
20023;1;0;27;30
17764;1;0;27;75
17784;1;1;27;40
61785;1;1;27;6
62391;1;0;27;2
62393;0;0;27;1
62394;0;0;27;1
62389;0;0;27;2
58156;0;0;27;24
58158;0;0;27;23
58161;0;0;27;21
58168;0;0;27;16
58172;0;0;27;11
58173;0;0;27;10
58195;1;1;27;61
64033;0;0;27;3
64021;1;1;27;6
64025;0;0;27;4
64032;0;0;27;3
64038;0;0;27;2
64045;0;0;27;1
63623;1;1;27;13
63628;1;0;27;12
63636;0;0;27;10
63642;0;0;27;9
63653;0;0;27;6
66599;1;0;27;12
62388;1;1;27;3
62387;0;0;27;3
17050;1;1;27;31
61258;1;1;27;48
61020;1;0;27;16
61024;1;1;27;15
62381;0;0;27;5
2255;0;0;27;24
3194;1;0;27;18
3306;1;1;27;97
960;1;1;27;66
83619;0;0;27;8
83618;0;0;27;8
83483;1;1;27;9
82387;0;0;27;17
83613;0;0;27;9
83629;0;0;27;6
82384;0;0;27;18
79833;1;1;27;18
80848;1;0;27;19
69255;0;0;27;6
66599;1;0;27;12
69298;0;0;27;1
71319;1;1;27;18
3332;0;0;27;57
3325;1;0;27;65
29599;1;0;27;61
29592;1;1;27;110
37201;1;1;27;39
29258;1;1;27;72
29277;1;0;27;38
6505;1;0;27;65
6501;1;1;27;71
6556;0;0;27;19
6552;0;0;27;21
5099;1;0;27;126
6564;0;0;27;16
594;0;0;27;13
6537;0;0;27;29
591;0;0;27;18
582;0;0;27;24
581;0;0;27;24
578;1;0;27;28
56845;1;0;27;19
61024;1;1;27;15
61020;1;0;27;16
37232;1;0;27;18
43022;0;0;27;13
43026;0;0;27;12
43008;1;0;27;18
41760;0;0;27;8
41769;0;0;27;5
41275;0;0;27;6
41265;0;0;27;9
29733;1;1;27;45
8525;1;1;27;207
42986;1;1;27;40
30282;0;0;27;11
112342;1;1;28;24
112945;0;0;28;3
112941;1;1;28;4
112940;0;0;28;4
113351;1;1;28;4
114943;0;0;28;5
114944;0;0;28;5
114979;0;0;28;1
108712;1;1;28;27
114979;0;0;28;1
114944;0;0;28;5
114943;0;0;28;5
108667;0;0;28;3
108695;0;0;28;1
108694;0;0;28;1
108244;0;0;28;4
107919;0;0;28;4
108262;0;0;28;2
109234;0;0;28;7
109228;0;0;28;8
113351;1;1;28;4
112342;1;1;28;24
100640;1;1;28;14
101283;1;1;28;8
112945;0;0;28;3
112941;1;1;28;4
112940;0;0;28;4
162277;0;0;28;2
162853;1;1;28;5
162852;0;0;28;5
162851;0;0;28;5
162779;0;0;28;6
162775;0;0;28;7
162862;0;0;28;4
160360;1;1;28;4
160359;0;0;28;4
160358;0;0;28;4
160357;0;0;28;4
160352;0;0;28;5
160503;1;0;28;4
156110;0;0;28;3
156106;0;0;28;4
156105;0;0;28;4
156854;1;1;28;1
156853;0;0;28;1
157127;1;1;28;2
109966;1;1;28;2
109936;0;0;28;5
109926;0;0;28;6
109918;0;0;28;7
109899;0;0;28;10
161071;0;0;28;7
160049;0;0;28;3
160048;0;0;28;3
160045;0;0;28;4
160044;0;0;28;4
161693;0;0;28;2
161544;0;0;28;12
161685;0;0;28;3
161670;1;1;28;5
161581;1;1;28;3
161570;0;0;28;5
161560;0;0;28;7
161551;0;0;28;9
120955;0;0;28;4
120945;0;0;28;5
120925;1;1;28;8
135281;1;1;28;6
135293;1;0;28;3
121865;0;0;28;8
122489;1;1;28;4
122510;1;0;28;1
102710;0;0;28;4
102670;0;0;28;9
102969;1;1;28;19
106039;0;0;28;7
128400;1;1;28;11
129593;0;0;28;1
129592;0;0;28;1
129591;0;0;28;1
152845;0;0;28;10
154493;0;0;28;1
154492;0;0;28;1
154486;1;1;28;2
152844;0;0;28;10
148154;1;1;28;3
148162;0;0;28;2
148163;0;0;28;2
153561;1;1;28;4
153560;0;0;28;4
153559;0;0;28;4
154468;0;0;28;4
138886;0;0;28;4
139096;1;1;28;12
154476;0;0;28;3
152841;0;0;28;11
152840;0;0;28;11
152454;0;0;28;1
152453;0;0;28;1
152435;0;0;28;3
152434;0;0;28;3
152420;1;1;28;6
95843;1;1;28;37
95871;0;0;28;23
95898;0;0;28;14
95904;0;0;28;12
95874;0;0;28;22
183101;0;0;28;2
95850;0;0;28;31
95869;0;0;28;24
94182;0;0;28;11
94184;0;0;28;10
94194;0;0;28;8
94204;0;0;28;6
94256;1;1;28;61
182474;0;0;28;1
182473;0;0;28;1
179740;1;1;28;4
182406;0;0;28;2
147063;0;0;28;4
147057;1;1;28;5
147052;0;0;28;6
147049;0;0;28;8
147037;0;0;28;15
147068;0;0;28;3
148143;0;0;28;4
148854;0;0;28;2
148853;0;0;28;2
148852;0;0;28;2
148825;0;0;28;4
174728;0;0;28;1
171083;0;0;28;5
171073;0;0;28;8
171179;0;0;28;3
171160;0;0;28;5
171150;0;0;28;9
173845;0;0;28;4
171132;0;0;28;1
165124;1;1;28;1
165098;1;0;28;3
166514;0;0;28;2
166511;1;1;28;3
166510;0;0;28;3
166505;0;0;28;4
173892;0;0;28;6
173887;0;0;28;7
173883;1;1;28;9
166319;0;0;28;1
171119;0;0;28;2
157841;0;0;28;7
157832;0;0;28;9
157838;0;0;28;7
157839;0;0;28;7
157840;0;0;28;7
157833;0;0;28;9
156050;0;0;28;2
156016;0;0;28;6
156015;0;0;28;6
156004;0;0;28;9
159166;0;0;28;1
159158;0;0;28;2
171118;0;0;28;2
172054;0;0;28;5
172075;0;0;28;3
170112;0;0;28;1
170113;0;0;28;1
135678;0;0;28;4
135866;0;0;28;7
135864;0;0;28;7
139406;0;0;28;2
139385;0;0;28;4
139377;0;0;28;5
139346;1;1;28;11
139405;0;0;28;2
140682;0;0;28;3
145602;0;0;28;1
145572;0;0;28;4
144559;1;0;28;12
160044;0;0;28;4
160045;0;0;28;4
160048;0;0;28;3
160049;0;0;28;3
161071;0;0;28;7
161670;1;1;28;5
161560;0;0;28;7
161570;0;0;28;5
161551;0;0;28;9
161685;0;0;28;3
161581;1;1;28;3
159158;0;0;28;2
159166;0;0;28;1
154468;0;0;28;4
156050;0;0;28;2
153561;1;1;28;4
153560;0;0;28;4
153559;0;0;28;4
156016;0;0;28;6
156015;0;0;28;6
160503;1;0;28;4
160352;0;0;28;5
160357;0;0;28;4
160358;0;0;28;4
161544;0;0;28;12
160359;0;0;28;4
160360;1;1;28;4
154486;1;1;28;2
156004;0;0;28;9
154493;0;0;28;1
154492;0;0;28;1
154476;0;0;28;3
152840;0;0;28;11
152841;0;0;28;11
152844;0;0;28;10
152845;0;0;28;10
120925;1;1;28;8
120955;0;0;28;4
120945;0;0;28;5
152435;0;0;28;3
152420;1;1;28;6
152454;0;0;28;1
152453;0;0;28;1
152434;0;0;28;3
121865;0;0;28;8
148825;0;0;28;4
147057;1;1;28;5
147063;0;0;28;4
147037;0;0;28;15
147068;0;0;28;3
145572;0;0;28;4
148154;1;1;28;3
148143;0;0;28;4
148162;0;0;28;2
148163;0;0;28;2
145602;0;0;28;1
144559;1;0;28;12
147049;0;0;28;8
147052;0;0;28;6
95898;0;0;28;14
95871;0;0;28;23
95874;0;0;28;22
95869;0;0;28;24
95904;0;0;28;12
95843;1;1;28;37
101283;1;1;28;8
95850;0;0;28;31
94194;0;0;28;8
94182;0;0;28;11
94184;0;0;28;10
94256;1;1;28;61
94204;0;0;28;6
122489;1;1;28;4
122510;1;0;28;1
129593;0;0;28;1
129592;0;0;28;1
129591;0;0;28;1
128400;1;1;28;11
156853;0;0;28;1
156854;1;1;28;1
182406;0;0;28;2
182473;0;0;28;1
182474;0;0;28;1
156106;0;0;28;4
156110;0;0;28;3
156105;0;0;28;4
157841;0;0;28;7
157840;0;0;28;7
157838;0;0;28;7
157839;0;0;28;7
157832;0;0;28;9
157833;0;0;28;9
157127;1;1;28;2
100640;1;1;28;14
102710;0;0;28;4
102670;0;0;28;9
179740;1;1;28;4
183101;0;0;28;2
173845;0;0;28;4
173883;1;1;28;9
173887;0;0;28;7
173892;0;0;28;6
172075;0;0;28;3
174728;0;0;28;1
138886;0;0;28;4
139096;1;1;28;12
148852;0;0;28;2
148854;0;0;28;2
148853;0;0;28;2
161693;0;0;28;2
162277;0;0;28;2
162779;0;0;28;6
162862;0;0;28;4
162853;1;1;28;5
162775;0;0;28;7
162851;0;0;28;5
162852;0;0;28;5
171150;0;0;28;9
171132;0;0;28;1
166514;0;0;28;2
166511;1;1;28;3
166510;0;0;28;3
166505;0;0;28;4
170112;0;0;28;1
170113;0;0;28;1
166319;0;0;28;1
171083;0;0;28;5
171073;0;0;28;8
171118;0;0;28;2
171119;0;0;28;2
171179;0;0;28;3
171160;0;0;28;5
172054;0;0;28;5
165098;1;0;28;3
165124;1;1;28;1
108694;0;0;28;1
108695;0;0;28;1
108667;0;0;28;3
109899;0;0;28;10
108712;1;1;28;27
106039;0;0;28;7
102969;1;1;28;19
108244;0;0;28;4
108262;0;0;28;2
109918;0;0;28;7
109926;0;0;28;6
109228;0;0;28;8
109234;0;0;28;7
109936;0;0;28;5
109966;1;1;28;2
140682;0;0;28;3
139385;0;0;28;4
139346;1;1;28;11
139377;0;0;28;5
139405;0;0;28;2
139406;0;0;28;2
135678;0;0;28;4
107919;0;0;28;4
135293;1;0;28;3
135281;1;1;28;6
135864;0;0;28;7
135866;0;0;28;7
233955;0;0;29;2
263514;0;0;29;5
274210;0;0;29;1
274209;0;0;29;1
274200;0;0;29;2
263532;0;0;29;3
263531;0;0;29;3
263530;0;0;29;3
263529;0;0;29;3
267225;0;0;29;1
267301;0;0;29;8
267310;0;0;29;6
266484;0;0;29;3
267111;0;0;29;8
267275;1;1;29;2
267268;0;0;29;3
267259;0;0;29;5
267258;0;0;29;5
267124;0;0;29;5
267131;0;0;29;4
267283;0;0;29;1
270015;0;0;29;1
270014;0;0;29;1
269137;0;0;29;3
268839;0;0;29;4
268827;1;1;29;8
233964;0;0;29;1
234026;1;0;29;1
271710;0;0;29;2
271677;0;0;29;5
271676;0;0;29;5
271727;0;0;29;1
271694;1;1;29;3
272975;0;0;29;3
272976;0;0;29;3
272800;1;1;29;6
272967;1;1;29;5
238453;1;0;29;7
238467;1;1;29;4
249898;0;0;29;1
249888;0;0;29;2
251562;1;1;29;6
239574;0;0;29;13
240332;0;0;29;9
246174;0;0;29;9
246175;0;0;29;9
246186;0;0;29;6
246187;0;0;29;6
245381;0;0;29;2
246820;0;0;29;6
249607;0;0;29;4
249616;0;0;29;3
249628;0;0;29;2
249899;0;0;29;1
249641;0;0;29;1
236648;1;0;29;6
190905;0;0;29;2
190918;0;0;29;1
190919;0;0;29;1
190873;0;0;29;6
194234;1;0;29;2
190798;1;1;29;36
190831;0;0;29;14
192951;1;1;29;6
192977;1;0;29;2
191906;0;0;29;6
191925;0;0;29;3
191939;0;0;29;2
192060;1;1;29;2
242923;1;1;29;5
242933;1;0;29;3
237953;1;1;29;12
236649;1;1;29;6
237965;1;0;29;7
240856;1;1;29;9
240877;1;0;29;5
243930;1;1;29;3
241464;0;0;29;2
241477;0;0;29;1
230973;1;1;29;10
232602;1;1;29;22
221157;0;0;29;9
221169;0;0;29;8
221172;0;0;29;7
221410;1;1;29;8
225838;0;0;29;7
233955;0;0;29;2
233964;0;0;29;1
233965;0;0;29;1
228940;1;1;29;5
228970;0;0;29;2
228971;0;0;29;2
231245;1;1;29;11
234497;1;1;29;3
234026;1;0;29;1
221980;1;1;29;17
245399;0;0;29;1
245400;0;0;29;1
247536;0;0;29;10
247539;0;0;29;9
247540;0;0;29;8
247549;0;0;29;6
249468;1;1;29;4
249403;0;0;29;2
249434;0;0;29;14
249450;0;0;29;6
249451;0;0;29;6
225192;0;0;29;4
225181;0;0;29;6
225184;0;0;29;5
225191;0;0;29;4
221462;1;0;29;1
267124;0;0;29;5
267131;0;0;29;4
267225;0;0;29;1
266484;0;0;29;3
269137;0;0;29;3
268827;1;1;29;8
268839;0;0;29;4
267111;0;0;29;8
267258;0;0;29;5
274210;0;0;29;1
274209;0;0;29;1
274200;0;0;29;2
267268;0;0;29;3
267275;1;1;29;2
267283;0;0;29;1
267301;0;0;29;8
267310;0;0;29;6
270014;0;0;29;1
270015;0;0;29;1
267259;0;0;29;5
204463;1;1;29;9
204474;1;0;29;4
203952;0;0;29;1
255627;0;0;29;4
255645;0;0;29;2
263532;0;0;29;3
259535;0;0;29;17
259540;0;0;29;13
263514;0;0;29;5
263529;0;0;29;3
263530;0;0;29;3
263531;0;0;29;3
259534;0;0;29;18
272800;1;1;29;6
271676;0;0;29;5
271677;0;0;29;5
272975;0;0;29;3
272976;0;0;29;3
272967;1;1;29;5
254148;0;0;29;3
254539;1;1;29;18
271694;1;1;29;3
271710;0;0;29;2
271727;0;0;29;1
187144;1;0;29;13
187095;1;1;29;52
208061;0;0;29;1
207993;1;1;29;9
208034;0;0;29;4
208043;0;0;29;3
195868;0;0;29;1
196865;1;0;29;5
197234;0;0;29;4
197267;0;0;29;1
199208;0;0;29;15
199220;0;0;29;13
198659;0;0;29;8
198629;0;0;29;14
198636;0;0;29;13
188884;0;0;29;7
188689;0;0;29;25
196462;1;1;29;4
188834;1;1;29;19
213931;0;0;29;4
213928;0;0;29;4
201736;1;1;29;22
201767;0;0;29;9
201771;0;0;29;7
201785;0;0;29;5
201818;0;0;29;2
213895;1;1;29;8
213921;0;0;29;5
201772;0;0;29;7
199374;0;0;29;5
199343;0;0;29;10
199345;0;0;29;10
199357;0;0;29;8
199365;0;0;29;6
214925;1;1;29;70
209195;1;0;29;5
214069;0;0;29;4
214070;1;1;29;4
214090;0;0;29;2
213343;0;0;29;2
